order_id,late_delivery_risk,late_delivery_probability,order_date,shipping_date,revenue,order_profit_per_order,delivery_timing_group,shipping_mode,order_region,market,customer_segment,days_for_shipping_real,days_for_shipment_scheduled,shipping_delay_days,quantity,unique_products,unique_categories,order_lines,loss_flag,prediction_030,prediction_040,risk_level,prediction_result_030,prediction_result_040,revenue_at_risk_030,revenue_at_risk_040,profit_at_risk_030,profit_at_risk_040,recommended_action
68990,1,0.6721003263056107,2017-10-04 01:55:00,2017-10-10 01:55:00,23.30999947,6.760000229,Late,Second Class,Western Europe,Europe,Consumer,6,2,4,1,1,1,1,0,1,1,High,True Positive,True Positive,23.30999947,23.30999947,6.760000229,6.760000229,Priority Review
68991,0,0.3810776554863556,2017-10-04 02:16:00,2017-10-06 02:16:00,24.86000061,8.449999809,Early,Standard Class,Western Europe,Europe,Corporate,2,4,-2,1,1,1,1,0,1,0,Watch,False Positive,True Negative,24.86000061,0.0,8.449999809,0.0,Review if Capacity Allows
68992,0,0.3572242438013342,2017-10-04 02:37:00,2017-10-07 02:37:00,25.48999977,6.630000114,Early,Standard Class,Southern Europe,Europe,Consumer,3,4,-1,1,1,1,1,0,1,0,Watch,False Positive,True Negative,25.48999977,0.0,6.630000114,0.0,Review if Capacity Allows
68993,0,0.2748397951218725,2017-10-04 02:58:00,2017-10-08 02:58:00,25.79999924,6.190000057,On Time,Standard Class,Western Europe,Europe,Consumer,4,4,0,1,1,1,1,0,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
68994,0,0.2748360266943322,2017-10-04 03:19:00,2017-10-09 03:19:00,26.11000061,6.53000021,Canceled,Standard Class,Western Europe,Europe,Consumer,5,4,1,1,1,1,1,0,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
68995,1,0.381983391680339,2017-10-04 03:40:00,2017-10-10 03:40:00,26.42000008,13.21000004,Late,Standard Class,Western Europe,Europe,Consumer,6,4,2,1,1,1,1,0,1,0,Watch,True Positive,False Negative,26.42000008,0.0,13.21000004,0.0,Review if Capacity Allows
68996,0,0.766518452498264,2017-10-04 04:01:00,2017-10-06 04:01:00,27.04000092,9.460000038,On Time,Second Class,Western Europe,Europe,Consumer,2,2,0,1,1,1,1,0,1,1,Critical,False Positive,False Positive,27.04000092,27.04000092,9.460000038,9.460000038,Immediate Intervention
68997,1,0.6720460188169799,2017-10-04 04:22:00,2017-10-07 04:22:00,27.35000038,8.890000343,Late,Second Class,Western Europe,Europe,Consumer,3,2,1,1,1,1,1,0,1,1,High,True Positive,True Positive,27.35000038,27.35000038,8.890000343,8.890000343,Priority Review
68998,0,0.3737883173984733,2017-10-04 04:43:00,2017-10-08 04:43:00,27.96999931,-7.920000076,On Time,Standard Class,Western Europe,Europe,Corporate,4,4,0,1,1,1,1,1,1,0,Watch,False Positive,True Negative,27.96999931,0.0,-7.920000076,0.0,Review if Capacity Allows
68999,0,0.2740264218494105,2017-10-04 05:04:00,2017-10-09 05:04:00,28.28000069,0.340000004,Canceled,Standard Class,Western Europe,Europe,Corporate,5,4,1,1,1,1,1,0,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
69000,1,0.3768256760872394,2017-10-04 05:25:00,2017-10-10 05:25:00,28.89999962,7.949999809,Late,Standard Class,Western Europe,Europe,Corporate,6,4,2,1,1,1,1,0,1,0,Watch,True Positive,False Negative,28.89999962,0.0,7.949999809,0.0,Review if Capacity Allows
69001,0,0.3810127775917236,2017-10-04 05:46:00,2017-10-06 05:46:00,29.37000084,-9.220000267,Early,Standard Class,Western Europe,Europe,Corporate,2,4,-2,1,1,1,1,1,1,0,Watch,False Positive,True Negative,29.37000084,0.0,-9.220000267,0.0,Review if Capacity Allows
69002,0,0.3839802244632639,2017-10-04 06:07:00,2017-10-07 06:07:00,29.53000069,-21.40999985,Early,Standard Class,Western Europe,Europe,Home Office,3,4,-1,1,1,1,1,1,1,0,Watch,False Positive,True Negative,29.53000069,0.0,-21.40999985,0.0,Review if Capacity Allows
69003,1,0.9289444235532892,2017-10-04 06:28:00,2017-10-06 06:28:00,29.84000015,7.760000229,Late,First Class,Western Europe,Europe,Home Office,2,1,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,29.84000015,29.84000015,7.760000229,7.760000229,Immediate Intervention
69004,1,0.9289431754886712,2017-10-04 06:49:00,2017-10-06 06:49:00,30.14999962,3.769999981,Late,First Class,Western Europe,Europe,Home Office,2,1,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,30.14999962,30.14999962,3.769999981,3.769999981,Immediate Intervention
69005,1,0.3819252218239656,2017-10-04 07:10:00,2017-10-10 07:10:00,30.45999908,14.92000008,Late,Standard Class,Western Europe,Europe,Consumer,6,4,2,1,1,1,1,0,1,0,Watch,True Positive,False Negative,30.45999908,0.0,14.92000008,0.0,Review if Capacity Allows
69006,0,0.3767988923920865,2017-10-04 07:31:00,2017-10-06 07:31:00,30.77000046,10.39999962,Early,Standard Class,Western Europe,Europe,Corporate,2,4,-2,1,1,1,1,0,1,0,Watch,False Positive,True Negative,30.77000046,0.0,10.39999962,0.0,Review if Capacity Allows
69007,0,0.3819162950511965,2017-10-04 07:52:00,2017-10-07 07:52:00,31.07999992,13.68000031,Early,Standard Class,Western Europe,Europe,Consumer,3,4,-1,1,1,1,1,0,1,0,Watch,False Positive,True Negative,31.07999992,0.0,13.68000031,0.0,Review if Capacity Allows
69008,0,0.3572547754292574,2017-10-04 08:13:00,2017-10-08 08:13:00,23.30999947,6.289999962,On Time,Standard Class,Southern Europe,Europe,Consumer,4,4,0,1,1,1,1,0,1,0,Watch,False Positive,True Negative,23.30999947,0.0,6.289999962,0.0,Review if Capacity Allows
69009,1,0.3604280434319331,2017-10-04 08:34:00,2017-10-09 08:34:00,24.86000061,11.43999958,Late,Standard Class,Southern Europe,Europe,Corporate,5,4,1,1,1,1,1,0,1,0,Watch,True Positive,False Negative,24.86000061,0.0,11.43999958,0.0,Review if Capacity Allows
69010,1,0.3633226425411501,2017-10-04 08:55:00,2017-10-10 08:55:00,25.48999977,12.22999954,Late,Standard Class,Southern Europe,Europe,Home Office,6,4,2,1,1,1,1,0,1,0,Watch,True Positive,False Negative,25.48999977,0.0,12.22999954,0.0,Review if Capacity Allows
69011,0,0.3542377636215547,2017-10-04 09:16:00,2017-10-06 09:16:00,25.79999924,0.769999981,Early,Standard Class,Southern Europe,Europe,Consumer,2,4,-2,1,1,1,1,0,1,0,Watch,False Positive,True Negative,25.79999924,0.0,0.769999981,0.0,Review if Capacity Allows
69012,0,0.3613177150020383,2017-10-04 09:37:00,2017-10-07 09:37:00,26.11000061,-40.47000122,Early,Standard Class,Southern Europe,Europe,Consumer,3,4,-1,1,1,1,1,1,1,0,Watch,False Positive,True Negative,26.11000061,0.0,-40.47000122,0.0,Review if Capacity Allows
69013,0,0.2740489913645488,2017-10-04 09:58:00,2017-10-08 09:58:00,26.42000008,9.590000153,On Time,Standard Class,Western Europe,Europe,Corporate,4,4,0,1,1,1,1,0,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
69014,1,0.2503487752139788,2017-10-04 10:19:00,2017-10-09 10:19:00,27.04000092,11.89999962,Late,Standard Class,Northern Europe,Europe,Corporate,5,4,1,1,1,1,1,0,0,0,Low,False Negative,False Negative,0.0,0.0,0.0,0.0,Standard Monitoring
69015,1,0.3542161375171764,2017-10-04 10:40:00,2017-10-10 10:40:00,27.35000038,12.02999973,Late,Standard Class,Southern Europe,Europe,Consumer,6,4,2,1,1,1,1,0,1,0,Watch,True Positive,False Negative,27.35000038,0.0,12.02999973,0.0,Review if Capacity Allows
69016,0,0.3603843172628829,2017-10-04 11:01:00,2017-10-06 11:01:00,27.96999931,2.460000038,Early,Standard Class,Southern Europe,Europe,Corporate,2,4,-2,1,1,1,1,0,1,0,Watch,False Positive,True Negative,27.96999931,0.0,2.460000038,0.0,Review if Capacity Allows
69017,1,0.7455049536078622,2017-10-04 11:22:00,2017-10-07 11:22:00,28.28000069,9.56000042,Late,Second Class,Northern Europe,Europe,Home Office,3,2,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,28.28000069,28.28000069,9.56000042,9.56000042,Immediate Intervention
69018,0,0.3819476830481312,2017-10-04 11:43:00,2017-10-08 11:43:00,28.89999962,7.519999981,On Time,Standard Class,Western Europe,Europe,Consumer,4,4,0,1,1,1,1,0,1,0,Watch,False Positive,True Negative,28.89999962,0.0,7.519999981,0.0,Review if Capacity Allows
69019,1,0.348506204556089,2017-10-04 12:04:00,2017-10-09 12:04:00,29.37000084,4.789999962,Late,Standard Class,Northern Europe,Europe,Corporate,5,4,1,1,1,1,1,0,1,0,Watch,True Positive,False Negative,29.37000084,0.0,4.789999962,0.0,Review if Capacity Allows
69020,1,0.250320273412712,2017-10-04 12:25:00,2017-10-10 12:25:00,29.53000069,-14.26000023,Late,Standard Class,Northern Europe,Europe,Corporate,6,4,2,1,1,1,1,1,0,0,Low,False Negative,False Negative,0.0,0.0,0.0,0.0,Standard Monitoring
69021,0,0.3493933387015245,2017-10-04 12:46:00,2017-10-06 12:46:00,29.84000015,10.07999992,Early,Standard Class,Northern Europe,Europe,Consumer,2,4,-2,1,1,1,1,0,1,0,Watch,False Positive,True Negative,29.84000015,0.0,10.07999992,0.0,Review if Capacity Allows
69022,0,0.3534507387999682,2017-10-04 13:07:00,2017-10-07 13:07:00,30.14999962,10.18999958,Early,Standard Class,Northern Europe,Europe,Consumer,3,4,-1,1,1,1,1,0,1,0,Watch,False Positive,True Negative,30.14999962,0.0,10.18999958,0.0,Review if Capacity Allows
69023,0,0.3777274739588087,2017-10-04 13:28:00,2017-10-08 13:28:00,30.45999908,11.06000042,On Time,Standard Class,Western Europe,Europe,Consumer,4,4,0,1,1,1,1,0,1,0,Watch,False Positive,True Negative,30.45999908,0.0,11.06000042,0.0,Review if Capacity Allows
69024,1,0.3819207584129483,2017-10-04 13:49:00,2017-10-09 13:49:00,30.77000046,2.549999952,Late,Standard Class,Western Europe,Europe,Consumer,5,4,1,1,1,1,1,0,1,0,Watch,True Positive,False Negative,30.77000046,0.0,2.549999952,0.0,Review if Capacity Allows
69025,1,0.3571459592923101,2017-10-04 14:10:00,2017-10-10 14:10:00,31.07999992,7.150000095,Late,Standard Class,Southern Europe,Europe,Consumer,6,4,2,1,1,1,1,0,1,0,Watch,True Positive,False Negative,31.07999992,0.0,7.150000095,0.0,Review if Capacity Allows
69026,0,0.2568289159436209,2017-10-04 14:31:00,2017-10-06 14:31:00,23.30999947,8.739999771,Early,Standard Class,Southern Europe,Europe,Corporate,2,4,-2,1,1,1,1,0,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
69027,0,0.3778077618371583,2017-10-04 14:52:00,2017-10-07 14:52:00,24.86000061,6.710000038,Early,Standard Class,Western Europe,Europe,Consumer,3,4,-1,1,1,1,1,0,1,0,Watch,False Positive,True Negative,24.86000061,0.0,6.710000038,0.0,Review if Capacity Allows
69028,0,0.3777987291260533,2017-10-04 15:13:00,2017-10-08 15:13:00,25.48999977,0.25,On Time,Standard Class,Western Europe,Europe,Consumer,4,4,0,1,1,1,1,0,1,0,Watch,False Positive,True Negative,25.48999977,0.0,0.25,0.0,Review if Capacity Allows
69029,1,0.4216106884048765,2017-10-04 15:34:00,2017-10-05 03:34:00,25.79999924,12.11999989,Late,Same Day,Northern Europe,Europe,Consumer,1,0,1,1,1,1,1,0,1,1,High,True Positive,True Positive,25.79999924,25.79999924,12.11999989,12.11999989,Priority Review
69030,1,0.3088955868279552,2017-10-04 15:56:00,2017-10-05 03:56:00,26.11000061,-2.950000048,Late,Same Day,Northern Europe,Europe,Consumer,1,0,1,1,1,1,1,1,1,0,Watch,True Positive,False Negative,26.11000061,0.0,-2.950000048,0.0,Review if Capacity Allows
69031,1,0.4473252644817876,2017-10-04 16:17:00,2017-10-05 04:17:00,26.42000008,9.510000229,Late,Same Day,Western Europe,Europe,Consumer,1,0,1,1,1,1,1,0,1,1,High,True Positive,True Positive,26.42000008,26.42000008,9.510000229,9.510000229,Priority Review
69032,1,0.3088834775426048,2017-10-04 16:38:00,2017-10-05 04:38:00,27.04000092,11.35999966,Late,Same Day,Northern Europe,Europe,Consumer,1,0,1,1,1,1,1,0,1,0,Watch,True Positive,False Negative,27.04000092,0.0,11.35999966,0.0,Review if Capacity Allows
69033,1,0.4473112408794497,2017-10-04 16:59:00,2017-10-05 04:59:00,27.35000038,5.739999771,Late,Same Day,Western Europe,Europe,Consumer,1,0,1,1,1,1,1,0,1,1,High,True Positive,True Positive,27.35000038,27.35000038,5.739999771,5.739999771,Priority Review
69034,1,0.4473018918783351,2017-10-04 17:20:00,2017-10-05 05:20:00,27.96999931,7.829999924,Late,Same Day,Western Europe,Europe,Consumer,1,0,1,1,1,1,1,0,1,1,High,True Positive,True Positive,27.96999931,27.96999931,7.829999924,7.829999924,Priority Review
69035,1,0.4472972173609974,2017-10-04 17:41:00,2017-10-05 05:41:00,28.28000069,-29.70000076,Late,Same Day,Western Europe,Europe,Consumer,1,0,1,1,1,1,1,1,1,1,High,True Positive,True Positive,28.28000069,28.28000069,-29.70000076,-29.70000076,Priority Review
69036,1,0.9540554836237316,2017-10-04 18:02:00,2017-10-06 18:02:00,28.89999962,-44.79999924,Late,First Class,Western Europe,Europe,Consumer,2,1,1,1,1,1,1,1,1,1,Critical,True Positive,True Positive,28.89999962,28.89999962,-44.79999924,-44.79999924,Immediate Intervention
69037,1,0.9548290965663532,2017-10-04 18:23:00,2017-10-06 18:23:00,29.37000084,-48.45999908,Late,First Class,Western Europe,Europe,Consumer,2,1,1,1,1,1,1,1,1,1,Critical,True Positive,True Positive,29.37000084,29.37000084,-48.45999908,-48.45999908,Immediate Intervention
69038,1,0.9538810616113133,2017-10-04 18:44:00,2017-10-06 18:44:00,29.53000069,10.72000027,Late,First Class,Western Europe,Europe,Corporate,2,1,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,29.53000069,29.53000069,10.72000027,10.72000027,Immediate Intervention
69039,1,0.9538802298036912,2017-10-04 19:05:00,2017-10-06 19:05:00,29.84000015,10.82999992,Late,First Class,Western Europe,Europe,Corporate,2,1,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,29.84000015,29.84000015,10.82999992,10.82999992,Immediate Intervention
69040,1,0.2740037321810211,2017-10-04 19:26:00,2017-10-10 19:26:00,30.14999962,3.00999999,Late,Standard Class,Western Europe,Europe,Corporate,6,4,2,1,1,1,1,0,0,0,Low,False Negative,False Negative,0.0,0.0,0.0,0.0,Standard Monitoring
69041,0,0.3809970982333722,2017-10-04 19:47:00,2017-10-06 19:47:00,30.45999908,-3.440000057,Early,Standard Class,Western Europe,Europe,Corporate,2,4,-2,1,1,1,1,1,1,0,Watch,False Positive,True Negative,30.45999908,0.0,-3.440000057,0.0,Review if Capacity Allows
69042,1,0.7495219793967898,2017-10-04 20:08:00,2017-10-07 20:08:00,30.77000046,-23.60000038,Late,Second Class,Southern Europe,Europe,Corporate,3,2,1,1,1,1,1,1,1,1,Critical,True Positive,True Positive,30.77000046,30.77000046,-23.60000038,-23.60000038,Immediate Intervention
69043,1,0.7528491727229738,2017-10-04 20:29:00,2017-10-08 20:29:00,31.07999992,11.27999973,Late,Second Class,Southern Europe,Europe,Corporate,4,2,2,1,1,1,1,0,1,1,Critical,True Positive,True Positive,31.07999992,31.07999992,11.27999973,11.27999973,Immediate Intervention
69044,1,0.75366835139353,2017-10-04 20:50:00,2017-10-09 20:50:00,23.30999947,-12.11999989,Late,Second Class,Southern Europe,Europe,Consumer,5,2,3,1,1,1,1,1,1,1,Critical,True Positive,True Positive,23.30999947,23.30999947,-12.11999989,-12.11999989,Immediate Intervention
69045,1,0.7495896479893973,2017-10-04 21:11:00,2017-10-10 21:11:00,24.86000061,8.699999809,Late,Second Class,Southern Europe,Europe,Corporate,6,2,4,1,1,1,1,0,1,1,Critical,True Positive,True Positive,24.86000061,24.86000061,8.699999809,8.699999809,Immediate Intervention
69046,0,0.6542280832612034,2017-10-04 21:32:00,2017-10-06 21:32:00,25.48999977,1.909999967,On Time,Second Class,Southern Europe,Europe,Home Office,2,2,0,1,1,1,1,0,1,1,High,False Positive,False Positive,25.48999977,25.48999977,1.909999967,1.909999967,Priority Review
69047,0,0.3554884304726847,2017-10-04 21:53:00,2017-10-07 21:53:00,25.79999924,9.359999657,Early,Standard Class,Northern Europe,Europe,Home Office,3,4,-1,1,1,1,1,0,1,0,Watch,False Positive,True Negative,25.79999924,0.0,9.359999657,0.0,Review if Capacity Allows
69048,0,0.2527266024972579,2017-10-04 22:14:00,2017-10-08 22:14:00,26.11000061,7.519999981,On Time,Standard Class,Northern Europe,Europe,Home Office,4,4,0,1,1,1,1,0,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
69049,1,0.6464819106577465,2017-10-04 22:35:00,2017-10-09 22:35:00,26.42000008,4.309999943,Late,Second Class,Northern Europe,Europe,Home Office,5,2,3,1,1,1,1,0,1,1,High,True Positive,True Positive,26.42000008,26.42000008,4.309999943,4.309999943,Priority Review
69050,1,0.421592245201956,2017-10-04 22:56:00,2017-10-05 10:56:00,27.04000092,-4.519999981,Late,Same Day,Northern Europe,Europe,Consumer,1,0,1,1,1,1,1,1,1,1,High,True Positive,True Positive,27.04000092,27.04000092,-4.519999981,-4.519999981,Priority Review
69051,1,0.417248242901752,2017-10-04 23:17:00,2017-10-05 11:17:00,27.35000038,10.11999989,Late,Same Day,Northern Europe,Europe,Consumer,1,0,1,1,1,1,1,0,1,1,High,True Positive,True Positive,27.35000038,27.35000038,10.11999989,10.11999989,Priority Review
69052,1,0.4206195048109638,2017-10-04 23:38:00,2017-10-05 11:38:00,27.96999931,0.560000002,Late,Same Day,Northern Europe,Europe,Corporate,1,0,1,1,1,1,1,0,1,1,High,True Positive,True Positive,27.96999931,27.96999931,0.560000002,0.560000002,Priority Review
69053,1,0.4494341485466212,2017-10-04 23:59:00,2017-10-05 11:59:00,28.28000069,13.28999996,Late,Same Day,Western Europe,Europe,Home Office,1,0,1,1,1,1,1,0,1,1,High,True Positive,True Positive,28.28000069,28.28000069,13.28999996,13.28999996,Priority Review
69054,0,0.4272532883066293,2017-10-05 00:20:00,2017-10-05 12:20:00,28.89999962,12.43000031,On Time,Same Day,Southern Europe,Europe,Home Office,0,0,0,1,1,1,1,0,1,1,High,False Positive,False Positive,28.89999962,28.89999962,12.43000031,12.43000031,Priority Review
69055,1,0.7492485389563615,2017-10-05 00:41:00,2017-10-11 00:41:00,29.37000084,2.059999943,Late,Second Class,Southern Europe,Europe,Corporate,6,2,4,1,1,1,1,0,1,1,Critical,True Positive,True Positive,29.37000084,29.37000084,2.059999943,2.059999943,Immediate Intervention
69056,0,0.7677593769845605,2017-10-05 01:02:00,2017-10-07 01:02:00,29.53000069,6.789999962,On Time,Second Class,Western Europe,Europe,Home Office,2,2,0,1,1,1,1,0,1,1,Critical,False Positive,False Positive,29.53000069,29.53000069,6.789999962,6.789999962,Immediate Intervention
69057,1,0.7662118948089867,2017-10-05 01:23:00,2017-10-08 01:23:00,29.84000015,9.25,Late,Second Class,Western Europe,Europe,Consumer,3,2,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,29.84000015,29.84000015,9.25,9.25,Immediate Intervention
69058,1,0.769385602338462,2017-10-05 01:44:00,2017-10-09 01:44:00,30.14999962,9.649999619,Late,Second Class,Western Europe,Europe,Consumer,4,2,2,1,1,1,1,0,1,1,Critical,True Positive,True Positive,30.14999962,30.14999962,9.649999619,9.649999619,Immediate Intervention
69059,1,0.7549031533668225,2017-10-05 02:05:00,2017-10-10 02:05:00,30.45999908,12.48999977,Late,Second Class,Southern Europe,Europe,Home Office,5,2,3,1,1,1,1,0,1,1,Critical,True Positive,True Positive,30.45999908,30.45999908,12.48999977,12.48999977,Immediate Intervention
69060,1,0.7515874272021177,2017-10-05 02:26:00,2017-10-11 02:26:00,30.77000046,14.46000004,Late,Second Class,Southern Europe,Europe,Home Office,6,2,4,1,1,1,1,0,1,1,Critical,True Positive,True Positive,30.77000046,30.77000046,14.46000004,14.46000004,Immediate Intervention
69061,0,0.7515838969901706,2017-10-05 02:47:00,2017-10-07 02:47:00,31.07999992,8.079999924,On Time,Second Class,Southern Europe,Europe,Home Office,2,2,0,1,1,1,1,0,1,1,Critical,False Positive,False Positive,31.07999992,31.07999992,8.079999924,8.079999924,Immediate Intervention
69062,0,0.3795001081946565,2017-10-05 03:08:00,2017-10-08 03:08:00,23.30999947,6.989999771,Early,Standard Class,Western Europe,Europe,Home Office,3,4,-1,1,1,1,1,0,1,0,Watch,False Positive,True Negative,23.30999947,0.0,6.989999771,0.0,Review if Capacity Allows
69063,0,0.2737613682366386,2017-10-05 03:29:00,2017-10-09 03:29:00,24.86000061,8.210000038,On Time,Standard Class,Western Europe,Europe,Corporate,4,4,0,1,1,1,1,0,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
69064,1,0.3794687978420488,2017-10-05 03:50:00,2017-10-10 03:50:00,25.48999977,8.670000076,Late,Standard Class,Western Europe,Europe,Home Office,5,4,1,1,1,1,1,0,1,0,Watch,True Positive,False Negative,25.48999977,0.0,8.670000076,0.0,Review if Capacity Allows
69065,1,0.3774320326809445,2017-10-05 04:11:00,2017-10-11 04:11:00,25.79999924,9.029999733,Late,Standard Class,Western Europe,Europe,Consumer,6,4,2,1,1,1,1,0,1,0,Watch,True Positive,False Negative,25.79999924,0.0,9.029999733,0.0,Review if Capacity Allows
69066,0,0.3568617237829025,2017-10-05 04:32:00,2017-10-07 04:32:00,26.11000061,12.01000023,Early,Standard Class,Southern Europe,Europe,Consumer,2,4,-2,1,1,1,1,0,1,0,Watch,False Positive,True Negative,26.11000061,0.0,12.01000023,0.0,Review if Capacity Allows
69067,0,0.3609577350844395,2017-10-05 04:53:00,2017-10-08 04:53:00,26.42000008,10.82999992,Early,Standard Class,Southern Europe,Europe,Consumer,3,4,-1,1,1,1,1,0,1,0,Watch,False Positive,True Negative,26.42000008,0.0,10.82999992,0.0,Review if Capacity Allows
69068,0,0.3774142609982795,2017-10-05 05:14:00,2017-10-09 05:14:00,27.04000092,13.52000046,On Time,Standard Class,Western Europe,Europe,Consumer,4,4,0,1,1,1,1,0,1,0,Watch,False Positive,True Negative,27.04000092,0.0,13.52000046,0.0,Review if Capacity Allows
69069,1,0.3816062007049975,2017-10-05 05:35:00,2017-10-10 05:35:00,27.35000038,9.239999771,Late,Standard Class,Western Europe,Europe,Consumer,5,4,1,1,1,1,1,0,1,0,Watch,True Positive,False Negative,27.35000038,0.0,9.239999771,0.0,Review if Capacity Allows
69070,1,0.2737236563888099,2017-10-05 05:56:00,2017-10-11 05:56:00,27.96999931,13.71000004,Late,Standard Class,Western Europe,Europe,Corporate,6,4,2,1,1,1,1,0,0,0,Low,False Negative,False Negative,0.0,0.0,0.0,0.0,Standard Monitoring
69071,0,0.3103846938609527,2017-10-05 06:17:00,2017-10-05 18:17:00,28.28000069,5.940000057,On Time,Same Day,Northern Europe,Europe,Home Office,0,0,0,1,1,1,1,0,1,0,Watch,False Positive,True Negative,28.28000069,0.0,5.940000057,0.0,Review if Capacity Allows
69072,0,0.334390618800178,2017-10-05 06:38:00,2017-10-05 18:38:00,28.89999962,-72.26000214,On Time,Same Day,Western Europe,Europe,Corporate,0,0,0,1,1,1,1,1,1,0,Watch,False Positive,True Negative,28.89999962,0.0,-72.26000214,0.0,Review if Capacity Allows
69073,1,0.947461109132698,2017-10-05 06:59:00,2017-10-07 06:59:00,29.37000084,9.930000305,Late,First Class,Northern Europe,Europe,Corporate,2,1,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,29.37000084,29.37000084,9.930000305,9.930000305,Immediate Intervention
69074,1,0.2588674401147782,2017-10-05 07:20:00,2017-10-10 07:20:00,29.53000069,1.769999981,Late,Standard Class,Southern Europe,Europe,Home Office,5,4,1,1,1,1,1,0,0,0,Low,False Negative,False Negative,0.0,0.0,0.0,0.0,Standard Monitoring
69075,1,0.2588638125349134,2017-10-05 07:41:00,2017-10-11 07:41:00,29.84000015,1.879999995,Late,Standard Class,Southern Europe,Europe,Home Office,6,4,2,1,1,1,1,0,0,0,Low,False Negative,False Negative,0.0,0.0,0.0,0.0,Standard Monitoring
69076,0,0.3806381116872587,2017-10-05 08:02:00,2017-10-07 08:02:00,30.14999962,12.35999966,Early,Standard Class,Western Europe,Europe,Corporate,2,4,-2,1,1,1,1,0,1,0,Watch,False Positive,True Negative,30.14999962,0.0,12.35999966,0.0,Review if Capacity Allows
69077,1,0.644095119982896,2017-10-05 08:23:00,2017-10-08 08:23:00,30.45999908,14.92000008,Late,Second Class,Northern Europe,Europe,Consumer,3,2,1,1,1,1,1,0,1,1,High,True Positive,True Positive,30.45999908,30.45999908,14.92000008,14.92000008,Priority Review
69078,0,0.2736897063391828,2017-10-05 08:45:00,2017-10-09 08:45:00,30.77000046,0.620000005,On Time,Standard Class,Western Europe,Europe,Corporate,4,4,0,1,1,1,1,0,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
69079,1,0.2736859477536342,2017-10-05 09:06:00,2017-10-10 09:06:00,31.07999992,-22.78000069,Late,Standard Class,Western Europe,Europe,Corporate,5,4,1,1,1,1,1,1,0,0,Low,False Negative,False Negative,0.0,0.0,0.0,0.0,Standard Monitoring
69080,1,0.3816643520053499,2017-10-05 09:27:00,2017-10-11 09:27:00,23.30999947,6.760000229,Late,Standard Class,Western Europe,Europe,Consumer,6,4,2,1,1,1,1,0,1,0,Watch,True Positive,False Negative,23.30999947,0.0,6.760000229,0.0,Review if Capacity Allows
69081,0,0.3765216358638333,2017-10-05 09:48:00,2017-10-07 09:48:00,24.86000061,10.43999958,Early,Standard Class,Western Europe,Europe,Corporate,2,4,-2,1,1,1,1,0,1,0,Watch,False Positive,True Negative,24.86000061,0.0,10.43999958,0.0,Review if Capacity Allows
69082,0,0.3522654443679423,2017-10-05 10:09:00,2017-10-08 10:09:00,25.48999977,6.630000114,Early,Standard Class,Northern Europe,Europe,Corporate,3,4,-1,1,1,1,1,0,1,0,Watch,False Positive,True Negative,25.48999977,0.0,6.630000114,0.0,Review if Capacity Allows
69083,0,0.3734585705701161,2017-10-05 10:30:00,2017-10-09 10:30:00,25.79999924,2.269999981,On Time,Standard Class,Western Europe,Europe,Corporate,4,4,0,1,1,1,1,0,1,0,Watch,False Positive,True Negative,25.79999924,0.0,2.269999981,0.0,Review if Capacity Allows
69084,1,0.3816240487555208,2017-10-05 10:51:00,2017-10-10 10:51:00,26.11000061,3.390000105,Late,Standard Class,Western Europe,Europe,Consumer,5,4,1,1,1,1,1,0,1,0,Watch,True Positive,False Negative,26.11000061,0.0,3.390000105,0.0,Review if Capacity Allows
69085,1,0.3816195867201442,2017-10-05 11:12:00,2017-10-11 11:12:00,26.42000008,12.42000008,Late,Standard Class,Western Europe,Europe,Consumer,6,4,2,1,1,1,1,0,1,0,Watch,True Positive,False Negative,26.42000008,0.0,12.42000008,0.0,Review if Capacity Allows
69086,0,0.380682832688817,2017-10-05 11:33:00,2017-10-07 11:33:00,27.04000092,8.460000038,Early,Standard Class,Western Europe,Europe,Corporate,2,4,-2,1,1,1,1,0,1,0,Watch,False Positive,True Negative,27.04000092,0.0,8.460000038,0.0,Review if Capacity Allows
69087,1,0.928017237662895,2017-10-05 11:54:00,2017-10-07 11:54:00,27.35000038,2.049999952,Late,First Class,Western Europe,Europe,Corporate,2,1,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,27.35000038,27.35000038,2.049999952,2.049999952,Immediate Intervention
